Week,Index,SearchWord,Category,Country
15-11-2020,55,St Lucia,All,GB
22-11-2020,66,St Lucia,All,GB
29-11-2020,66,St Lucia,All,GB
06-12-2020,29,St Lucia,All,GB
13-12-2020,80,St Lucia,All,GB
20-12-2020,44,St Lucia,All,GB
27-12-2020,80,St Lucia,All,GB
03-01-2021,46,St Lucia,All,GB
10-01-2021,50,St Lucia,All,GB
17-01-2021,36,St Lucia,All,GB
24-01-2021,54,St Lucia,All,GB
31-01-2021,73,St Lucia,All,GB
07-02-2021,31,St Lucia,All,GB
14-02-2021,69,St Lucia,All,GB
21-02-2021,39,St Lucia,All,GB
28-02-2021,78,St Lucia,All,GB
07-03-2021,63,St Lucia,All,GB
14-03-2021,70,St Lucia,All,GB
21-03-2021,74,St Lucia,All,GB
28-03-2021,79,St Lucia,All,GB
04-04-2021,56,St Lucia,All,GB
11-04-2021,38,St Lucia,All,GB
18-04-2021,48,St Lucia,All,GB
25-04-2021,75,St Lucia,All,GB
02-05-2021,51,St Lucia,All,GB
09-05-2021,45,St Lucia,All,GB
16-05-2021,36,St Lucia,All,GB
23-05-2021,63,St Lucia,All,GB
30-05-2021,29,St Lucia,All,GB
06-06-2021,72,St Lucia,All,GB
13-06-2021,63,St Lucia,All,GB
20-06-2021,33,St Lucia,All,GB
27-06-2021,67,St Lucia,All,GB
04-07-2021,45,St Lucia,All,GB
11-07-2021,65,St Lucia,All,GB
18-07-2021,56,St Lucia,All,GB
25-07-2021,76,St Lucia,All,GB
01-08-2021,31,St Lucia,All,GB
08-08-2021,60,St Lucia,All,GB
15-08-2021,59,St Lucia,All,GB
22-08-2021,68,St Lucia,All,GB
29-08-2021,55,St Lucia,All,GB
05-09-2021,33,St Lucia,All,GB
12-09-2021,74,St Lucia,All,GB
19-09-2021,40,St Lucia,All,GB
26-09-2021,69,St Lucia,All,GB
03-10-2021,46,St Lucia,All,GB
10-10-2021,77,St Lucia,All,GB
17-10-2021,54,St Lucia,All,GB
24-10-2021,64,St Lucia,All,GB
31-10-2021,33,St Lucia,All,GB
07-11-2021,37,St Lucia,All,GB
14-11-2021,40,St Lucia,All,GB
21-11-2021,61,St Lucia,All,GB
28-11-2021,71,St Lucia,All,GB
05-12-2021,79,St Lucia,All,GB
12-12-2021,66,St Lucia,All,GB
19-12-2021,35,St Lucia,All,GB
26-12-2021,29,St Lucia,All,GB
02-01-2022,68,St Lucia,All,GB
09-01-2022,40,St Lucia,All,GB
16-01-2022,34,St Lucia,All,GB
23-01-2022,67,St Lucia,All,GB
30-01-2022,31,St Lucia,All,GB
06-02-2022,33,St Lucia,All,GB
13-02-2022,73,St Lucia,All,GB
20-02-2022,62,St Lucia,All,GB
27-02-2022,58,St Lucia,All,GB
06-03-2022,56,St Lucia,All,GB
13-03-2022,71,St Lucia,All,GB
20-03-2022,47,St Lucia,All,GB
27-03-2022,58,St Lucia,All,GB
03-04-2022,59,St Lucia,All,GB
10-04-2022,74,St Lucia,All,GB
17-04-2022,41,St Lucia,All,GB
24-04-2022,33,St Lucia,All,GB
01-05-2022,47,St Lucia,All,GB
08-05-2022,41,St Lucia,All,GB
15-05-2022,40,St Lucia,All,GB
22-05-2022,38,St Lucia,All,GB
29-05-2022,62,St Lucia,All,GB
05-06-2022,45,St Lucia,All,GB
12-06-2022,50,St Lucia,All,GB
19-06-2022,77,St Lucia,All,GB
26-06-2022,54,St Lucia,All,GB
03-07-2022,41,St Lucia,All,GB
10-07-2022,50,St Lucia,All,GB
17-07-2022,72,St Lucia,All,GB
24-07-2022,46,St Lucia,All,GB
31-07-2022,63,St Lucia,All,GB
07-08-2022,56,St Lucia,All,GB
14-08-2022,70,St Lucia,All,GB
21-08-2022,79,St Lucia,All,GB
28-08-2022,80,St Lucia,All,GB
04-09-2022,74,St Lucia,All,GB
11-09-2022,69,St Lucia,All,GB
18-09-2022,62,St Lucia,All,GB
25-09-2022,58,St Lucia,All,GB
02-10-2022,72,St Lucia,All,GB
09-10-2022,68,St Lucia,All,GB
16-10-2022,35,St Lucia,All,GB
23-10-2022,77,St Lucia,All,GB
30-10-2022,49,St Lucia,All,GB
06-11-2022,66,St Lucia,All,GB
13-11-2022,48,St Lucia,All,GB
20-11-2022,29,St Lucia,All,GB
27-11-2022,74,St Lucia,All,GB
04-12-2022,38,St Lucia,All,GB
11-12-2022,81,St Lucia,All,GB
18-12-2022,72,St Lucia,All,GB
25-12-2022,39,St Lucia,All,GB
01-01-2023,51,St Lucia,All,GB
08-01-2023,29,St Lucia,All,GB
15-01-2023,75,St Lucia,All,GB
22-01-2023,56,St Lucia,All,GB
29-01-2023,47,St Lucia,All,GB
04-02-2018,71,Madeira,All,GB
11-02-2018,74,Madeira,All,GB
18-02-2018,48,Madeira,All,GB
25-02-2018,34,Madeira,All,GB
04-03-2018,62,Madeira,All,GB
11-03-2018,58,Madeira,All,GB
18-03-2018,69,Madeira,All,GB
25-03-2018,66,Madeira,All,GB
01-04-2018,71,Madeira,All,GB
08-04-2018,73,Madeira,All,GB
15-04-2018,35,Madeira,All,GB
22-04-2018,67,Madeira,All,GB
29-04-2018,53,Madeira,All,GB
06-05-2018,66,Madeira,All,GB
13-05-2018,47,Madeira,All,GB
20-05-2018,80,Madeira,All,GB
27-05-2018,66,Madeira,All,GB
03-06-2018,60,Madeira,All,GB
10-06-2018,42,Madeira,All,GB
17-06-2018,60,Madeira,All,GB
24-06-2018,35,Madeira,All,GB
01-07-2018,34,Madeira,All,GB
08-07-2018,77,Madeira,All,GB
15-07-2018,61,Madeira,All,GB
22-07-2018,46,Madeira,All,GB
29-07-2018,38,Madeira,All,GB
05-08-2018,46,Madeira,All,GB
12-08-2018,62,Madeira,All,GB
19-08-2018,77,Madeira,All,GB
26-08-2018,74,Madeira,All,GB
02-09-2018,78,Madeira,All,GB
09-09-2018,59,Madeira,All,GB
16-09-2018,67,Madeira,All,GB
23-09-2018,51,Madeira,All,GB
30-09-2018,58,Madeira,All,GB
07-10-2018,56,Madeira,All,GB
14-10-2018,32,Madeira,All,GB
21-10-2018,74,Madeira,All,GB
28-10-2018,51,Madeira,All,GB
04-11-2018,76,Madeira,All,GB
11-11-2018,33,Madeira,All,GB
18-11-2018,42,Madeira,All,GB
25-11-2018,71,Madeira,All,GB
02-12-2018,34,Madeira,All,GB
09-12-2018,39,Madeira,All,GB
16-12-2018,54,Madeira,All,GB
23-12-2018,48,Madeira,All,GB
30-12-2018,71,Madeira,All,GB
06-01-2019,51,Madeira,All,GB
13-01-2019,59,Madeira,All,GB
20-01-2019,80,Madeira,All,GB
27-01-2019,41,Madeira,All,GB
03-02-2019,29,Madeira,All,GB
10-02-2019,76,Madeira,All,GB
17-02-2019,40,Madeira,All,GB
24-02-2019,30,Madeira,All,GB
03-03-2019,34,Madeira,All,GB
10-03-2019,53,Madeira,All,GB
17-03-2019,60,Madeira,All,GB
24-03-2019,44,Madeira,All,GB
31-03-2019,76,Madeira,All,GB
07-04-2019,35,Madeira,All,GB
14-04-2019,77,Madeira,All,GB
21-04-2019,43,Madeira,All,GB
28-04-2019,46,Madeira,All,GB
05-05-2019,38,Madeira,All,GB
12-05-2019,50,Madeira,All,GB
19-05-2019,34,Madeira,All,GB
26-05-2019,48,Madeira,All,GB
02-06-2019,59,Madeira,All,GB
09-06-2019,58,Madeira,All,GB
16-06-2019,45,Madeira,All,GB
23-06-2019,59,Madeira,All,GB
30-06-2019,68,Madeira,All,GB
07-07-2019,33,Madeira,All,GB
14-07-2019,29,Madeira,All,GB
21-07-2019,79,Madeira,All,GB
28-07-2019,67,Madeira,All,GB
04-08-2019,73,Madeira,All,GB
11-08-2019,73,Madeira,All,GB
18-08-2019,69,Madeira,All,GB
25-08-2019,52,Madeira,All,GB
01-09-2019,29,Madeira,All,GB
08-09-2019,29,Madeira,All,GB
15-09-2019,70,Madeira,All,GB
22-09-2019,78,Madeira,All,GB
29-09-2019,55,Madeira,All,GB
06-10-2019,48,Madeira,All,GB
13-10-2019,34,Madeira,All,GB
20-10-2019,32,Madeira,All,GB
27-10-2019,42,Madeira,All,GB
03-11-2019,69,Madeira,All,GB
10-11-2019,52,Madeira,All,GB
17-11-2019,41,Madeira,All,GB
24-11-2019,38,Madeira,All,GB
01-12-2019,32,Madeira,All,GB
08-12-2019,33,Madeira,All,GB
15-12-2019,74,Madeira,All,GB
22-12-2019,40,Madeira,All,GB
29-12-2019,59,Madeira,All,GB
05-01-2020,66,Madeira,All,GB
12-01-2020,60,Madeira,All,GB
19-01-2020,57,Madeira,All,GB
26-01-2020,81,Madeira,All,GB
02-02-2020,31,Madeira,All,GB
09-02-2020,59,Madeira,All,GB
16-02-2020,63,Madeira,All,GB
23-02-2020,51,Madeira,All,GB
01-03-2020,74,Madeira,All,GB
08-03-2020,67,Madeira,All,GB
15-03-2020,32,Madeira,All,GB
22-03-2020,45,Madeira,All,GB
29-03-2020,31,Madeira,All,GB
05-04-2020,71,Madeira,All,GB
12-04-2020,59,Madeira,All,GB
19-04-2020,47,Madeira,All,GB
26-04-2020,65,Madeira,All,GB
03-05-2020,57,Madeira,All,GB
10-05-2020,46,Madeira,All,GB
17-05-2020,68,Madeira,All,GB
24-05-2020,61,Madeira,All,GB
31-05-2020,68,Madeira,All,GB
07-06-2020,66,Madeira,All,GB
14-06-2020,67,Madeira,All,GB
21-06-2020,30,Madeira,All,GB
28-06-2020,74,Madeira,All,GB
05-07-2020,45,Madeira,All,GB
12-07-2020,48,Madeira,All,GB
19-07-2020,63,Madeira,All,GB
26-07-2020,45,Madeira,All,GB
02-08-2020,72,Madeira,All,GB
09-08-2020,34,Madeira,All,GB
16-08-2020,79,Madeira,All,GB
23-08-2020,80,Madeira,All,GB
30-08-2020,65,Madeira,All,GB
06-09-2020,39,Madeira,All,GB
13-09-2020,36,Madeira,All,GB
20-09-2020,50,Madeira,All,GB
27-09-2020,61,Madeira,All,GB
04-10-2020,76,Madeira,All,GB
11-10-2020,32,Madeira,All,GB
18-10-2020,41,Madeira,All,GB
25-10-2020,35,Madeira,All,GB
01-11-2020,72,Madeira,All,GB
08-11-2020,70,Madeira,All,GB
15-11-2020,61,Madeira,All,GB
22-11-2020,75,Madeira,All,GB
29-11-2020,60,Madeira,All,GB
06-12-2020,73,Madeira,All,GB
13-12-2020,42,Madeira,All,GB
20-12-2020,75,Madeira,All,GB
27-12-2020,31,Madeira,All,GB
03-01-2021,60,Madeira,All,GB
10-01-2021,79,Madeira,All,GB
17-01-2021,63,Madeira,All,GB
24-01-2021,38,Madeira,All,GB
31-01-2021,38,Madeira,All,GB
07-02-2021,47,Madeira,All,GB
14-02-2021,52,Madeira,All,GB
21-02-2021,30,Madeira,All,GB
28-02-2021,34,Madeira,All,GB
07-03-2021,78,Madeira,All,GB
14-03-2021,76,Madeira,All,GB
21-03-2021,61,Madeira,All,GB
28-03-2021,70,Madeira,All,GB
04-04-2021,80,Madeira,All,GB
11-04-2021,33,Madeira,All,GB
18-04-2021,66,Madeira,All,GB
25-04-2021,64,Madeira,All,GB
02-05-2021,41,Madeira,All,GB
09-05-2021,64,Madeira,All,GB
16-05-2021,32,Madeira,All,GB
23-05-2021,54,Madeira,All,GB
30-05-2021,34,Madeira,All,GB
06-06-2021,63,Madeira,All,GB
13-06-2021,44,Madeira,All,GB
20-06-2021,46,Madeira,All,GB
27-06-2021,41,Madeira,All,GB
04-07-2021,78,Madeira,All,GB
11-07-2021,43,Madeira,All,GB
18-07-2021,66,Madeira,All,GB
25-07-2021,61,Madeira,All,GB
01-08-2021,75,Madeira,All,GB
08-08-2021,70,Madeira,All,GB
15-08-2021,39,Madeira,All,GB
22-08-2021,69,Madeira,All,GB
29-08-2021,34,Madeira,All,GB
05-09-2021,36,Madeira,All,GB
12-09-2021,51,Madeira,All,GB
19-09-2021,30,Madeira,All,GB
26-09-2021,64,Madeira,All,GB
03-10-2021,79,Madeira,All,GB
10-10-2021,61,Madeira,All,GB
17-10-2021,62,Madeira,All,GB
24-10-2021,76,Madeira,All,GB
31-10-2021,68,Madeira,All,GB
07-11-2021,35,Madeira,All,GB
14-11-2021,62,Madeira,All,GB
21-11-2021,31,Madeira,All,GB
28-11-2021,75,Madeira,All,GB
05-12-2021,75,Madeira,All,GB
12-12-2021,54,Madeira,All,GB
19-12-2021,79,Madeira,All,GB
26-12-2021,46,Madeira,All,GB
02-01-2022,59,Madeira,All,GB
09-01-2022,58,Madeira,All,GB
16-01-2022,71,Madeira,All,GB
23-01-2022,69,Madeira,All,GB
30-01-2022,80,Madeira,All,GB
06-02-2022,40,Madeira,All,GB
13-02-2022,54,Madeira,All,GB
20-02-2022,61,Madeira,All,GB
27-02-2022,57,Madeira,All,GB
06-03-2022,64,Madeira,All,GB
13-03-2022,31,Madeira,All,GB
20-03-2022,54,Madeira,All,GB
27-03-2022,51,Madeira,All,GB
03-04-2022,80,Madeira,All,GB
10-04-2022,67,Madeira,All,GB
17-04-2022,35,Madeira,All,GB
24-04-2022,71,Madeira,All,GB
01-05-2022,43,Madeira,All,GB
08-05-2022,40,Madeira,All,GB
15-05-2022,73,Madeira,All,GB
22-05-2022,37,Madeira,All,GB
29-05-2022,34,Madeira,All,GB
05-06-2022,51,Madeira,All,GB
12-06-2022,44,Madeira,All,GB
19-06-2022,31,Madeira,All,GB
26-06-2022,69,Madeira,All,GB
03-07-2022,54,Madeira,All,GB
10-07-2022,45,Madeira,All,GB
17-07-2022,39,Madeira,All,GB
24-07-2022,67,Madeira,All,GB
31-07-2022,42,Madeira,All,GB
07-08-2022,67,Madeira,All,GB
14-08-2022,31,Madeira,All,GB
21-08-2022,41,Madeira,All,GB
28-08-2022,37,Madeira,All,GB
04-09-2022,57,Madeira,All,GB
11-09-2022,41,Madeira,All,GB
18-09-2022,44,Madeira,All,GB
25-09-2022,48,Madeira,All,GB
02-10-2022,55,Madeira,All,GB
09-10-2022,51,Madeira,All,GB
16-10-2022,68,Madeira,All,GB
23-10-2022,65,Madeira,All,GB
30-10-2022,31,Madeira,All,GB
06-11-2022,34,Madeira,All,GB
13-11-2022,62,Madeira,All,GB
20-11-2022,56,Madeira,All,GB
27-11-2022,33,Madeira,All,GB
04-12-2022,32,Madeira,All,GB
11-12-2022,29,Madeira,All,GB
18-12-2022,43,Madeira,All,GB
25-12-2022,43,Madeira,All,GB
01-01-2023,47,Madeira,All,GB
08-01-2023,72,Madeira,All,GB
15-01-2023,60,Madeira,All,GB
22-01-2023,29,Madeira,All,GB
29-01-2023,47,Madeira,All,GB
04-02-2018,77,Malta,All,GB
11-02-2018,78,Malta,All,GB
18-02-2018,55,Malta,All,GB
25-02-2018,37,Malta,All,GB
04-03-2018,61,Malta,All,GB
11-03-2018,40,Malta,All,GB
18-03-2018,72,Malta,All,GB
25-03-2018,34,Malta,All,GB
01-04-2018,48,Malta,All,GB
08-04-2018,75,Malta,All,GB
15-04-2018,51,Malta,All,GB
22-04-2018,77,Malta,All,GB
29-04-2018,35,Malta,All,GB
06-05-2018,54,Malta,All,GB
13-05-2018,54,Malta,All,GB
20-05-2018,81,Malta,All,GB
27-05-2018,58,Malta,All,GB
03-06-2018,52,Malta,All,GB
10-06-2018,80,Malta,All,GB
17-06-2018,35,Malta,All,GB
24-06-2018,65,Malta,All,GB
01-07-2018,52,Malta,All,GB
08-07-2018,80,Malta,All,GB
15-07-2018,69,Malta,All,GB
22-07-2018,68,Malta,All,GB
29-07-2018,34,Malta,All,GB
05-08-2018,60,Malta,All,GB
12-08-2018,62,Malta,All,GB
19-08-2018,72,Malta,All,GB
26-08-2018,57,Malta,All,GB
02-09-2018,72,Malta,All,GB
09-09-2018,32,Malta,All,GB
16-09-2018,55,Malta,All,GB
23-09-2018,60,Malta,All,GB
30-09-2018,43,Malta,All,GB
07-10-2018,65,Malta,All,GB
14-10-2018,51,Malta,All,GB
21-10-2018,68,Malta,All,GB
28-10-2018,42,Malta,All,GB
04-11-2018,37,Malta,All,GB
11-11-2018,74,Malta,All,GB
18-11-2018,38,Malta,All,GB
25-11-2018,54,Malta,All,GB
02-12-2018,61,Malta,All,GB
09-12-2018,50,Malta,All,GB
16-12-2018,56,Malta,All,GB
23-12-2018,68,Malta,All,GB
30-12-2018,61,Malta,All,GB
06-01-2019,56,Malta,All,GB
13-01-2019,79,Malta,All,GB
20-01-2019,72,Malta,All,GB
27-01-2019,70,Malta,All,GB
03-02-2019,37,Malta,All,GB
10-02-2019,30,Malta,All,GB
17-02-2019,36,Malta,All,GB
24-02-2019,68,Malta,All,GB
03-03-2019,60,Malta,All,GB
10-03-2019,71,Malta,All,GB
17-03-2019,42,Malta,All,GB
24-03-2019,81,Malta,All,GB
31-03-2019,52,Malta,All,GB
07-04-2019,43,Malta,All,GB
14-04-2019,58,Malta,All,GB
21-04-2019,76,Malta,All,GB
28-04-2019,33,Malta,All,GB
05-05-2019,59,Malta,All,GB
12-05-2019,60,Malta,All,GB
19-05-2019,38,Malta,All,GB
26-05-2019,56,Malta,All,GB
02-06-2019,50,Malta,All,GB
09-06-2019,55,Malta,All,GB
16-06-2019,46,Malta,All,GB
23-06-2019,78,Malta,All,GB
30-06-2019,35,Malta,All,GB
07-07-2019,69,Malta,All,GB
14-07-2019,63,Malta,All,GB
21-07-2019,29,Malta,All,GB
28-07-2019,66,Malta,All,GB
04-08-2019,40,Malta,All,GB
11-08-2019,61,Malta,All,GB
18-08-2019,36,Malta,All,GB
25-08-2019,55,Malta,All,GB
01-09-2019,58,Malta,All,GB
08-09-2019,38,Malta,All,GB
15-09-2019,60,Malta,All,GB
22-09-2019,50,Malta,All,GB
29-09-2019,44,Malta,All,GB
06-10-2019,29,Malta,All,GB
13-10-2019,38,Malta,All,GB
20-10-2019,35,Malta,All,GB
27-10-2019,54,Malta,All,GB
03-11-2019,77,Malta,All,GB
10-11-2019,66,Malta,All,GB
17-11-2019,43,Malta,All,GB
24-11-2019,32,Malta,All,GB
01-12-2019,62,Malta,All,GB
08-12-2019,61,Malta,All,GB
15-12-2019,49,Malta,All,GB
22-12-2019,78,Malta,All,GB
29-12-2019,60,Malta,All,GB
05-01-2020,61,Malta,All,GB
12-01-2020,46,Malta,All,GB
19-01-2020,41,Malta,All,GB
26-01-2020,74,Malta,All,GB
02-02-2020,71,Malta,All,GB
09-02-2020,59,Malta,All,GB
16-02-2020,63,Malta,All,GB
23-02-2020,32,Malta,All,GB
01-03-2020,71,Malta,All,GB
08-03-2020,29,Malta,All,GB
15-03-2020,72,Malta,All,GB
22-03-2020,65,Malta,All,GB
29-03-2020,58,Malta,All,GB
05-04-2020,68,Malta,All,GB
12-04-2020,71,Malta,All,GB
19-04-2020,59,Malta,All,GB
26-04-2020,42,Malta,All,GB
03-05-2020,35,Malta,All,GB
10-05-2020,67,Malta,All,GB
17-05-2020,70,Malta,All,GB
24-05-2020,78,Malta,All,GB
31-05-2020,74,Malta,All,GB
07-06-2020,37,Malta,All,GB
14-06-2020,79,Malta,All,GB
21-06-2020,50,Malta,All,GB
28-06-2020,65,Malta,All,GB
05-07-2020,60,Malta,All,GB
12-07-2020,65,Malta,All,GB
19-07-2020,33,Malta,All,GB
26-07-2020,63,Malta,All,GB
02-08-2020,70,Malta,All,GB
09-08-2020,34,Malta,All,GB
16-08-2020,70,Malta,All,GB
23-08-2020,38,Malta,All,GB
30-08-2020,51,Malta,All,GB
06-09-2020,75,Malta,All,GB
13-09-2020,63,Malta,All,GB
20-09-2020,73,Malta,All,GB
27-09-2020,47,Malta,All,GB
04-10-2020,79,Malta,All,GB
11-10-2020,38,Malta,All,GB
18-10-2020,64,Malta,All,GB
25-10-2020,49,Malta,All,GB
01-11-2020,75,Malta,All,GB
08-11-2020,72,Malta,All,GB
15-11-2020,37,Malta,All,GB
22-11-2020,37,Malta,All,GB
29-11-2020,70,Malta,All,GB
06-12-2020,54,Malta,All,GB
13-12-2020,52,Malta,All,GB
20-12-2020,36,Malta,All,GB
27-12-2020,39,Malta,All,GB
03-01-2021,35,Malta,All,GB
10-01-2021,66,Malta,All,GB
17-01-2021,76,Malta,All,GB
24-01-2021,57,Malta,All,GB
31-01-2021,48,Malta,All,GB
07-02-2021,73,Malta,All,GB
14-02-2021,79,Malta,All,GB
21-02-2021,74,Malta,All,GB
28-02-2021,38,Malta,All,GB
07-03-2021,78,Malta,All,GB
14-03-2021,62,Malta,All,GB
21-03-2021,76,Malta,All,GB
28-03-2021,69,Malta,All,GB
04-04-2021,74,Malta,All,GB
11-04-2021,32,Malta,All,GB
18-04-2021,44,Malta,All,GB
25-04-2021,31,Malta,All,GB
02-05-2021,78,Malta,All,GB
09-05-2021,55,Malta,All,GB
16-05-2021,49,Malta,All,GB
23-05-2021,44,Malta,All,GB
30-05-2021,39,Malta,All,GB
06-06-2021,49,Malta,All,GB
13-06-2021,69,Malta,All,GB
20-06-2021,58,Malta,All,GB
27-06-2021,66,Malta,All,GB
04-07-2021,60,Malta,All,GB
11-07-2021,32,Malta,All,GB
18-07-2021,67,Malta,All,GB
25-07-2021,30,Malta,All,GB
01-08-2021,39,Malta,All,GB
08-08-2021,75,Malta,All,GB
15-08-2021,35,Malta,All,GB
22-08-2021,77,Malta,All,GB
29-08-2021,75,Malta,All,GB
05-09-2021,58,Malta,All,GB
12-09-2021,53,Malta,All,GB
19-09-2021,50,Malta,All,GB
26-09-2021,50,Malta,All,GB
03-10-2021,34,Malta,All,GB
10-10-2021,34,Malta,All,GB
17-10-2021,67,Malta,All,GB
24-10-2021,77,Malta,All,GB
31-10-2021,55,Malta,All,GB
07-11-2021,51,Malta,All,GB
14-11-2021,41,Malta,All,GB
21-11-2021,66,Malta,All,GB
28-11-2021,79,Malta,All,GB
05-12-2021,75,Malta,All,GB
12-12-2021,65,Malta,All,GB
19-12-2021,52,Malta,All,GB
26-12-2021,71,Malta,All,GB
02-01-2022,77,Malta,All,GB
09-01-2022,78,Malta,All,GB
16-01-2022,57,Malta,All,GB
23-01-2022,53,Malta,All,GB
30-01-2022,71,Malta,All,GB
06-02-2022,64,Malta,All,GB
13-02-2022,40,Malta,All,GB
20-02-2022,69,Malta,All,GB
27-02-2022,76,Malta,All,GB
06-03-2022,55,Malta,All,GB
13-03-2022,69,Malta,All,GB
20-03-2022,68,Malta,All,GB
27-03-2022,51,Malta,All,GB
03-04-2022,59,Malta,All,GB
10-04-2022,46,Malta,All,GB
17-04-2022,32,Malta,All,GB
24-04-2022,45,Malta,All,GB
01-05-2022,79,Malta,All,GB
08-05-2022,38,Malta,All,GB
15-05-2022,73,Malta,All,GB
22-05-2022,55,Malta,All,GB
29-05-2022,61,Malta,All,GB
05-06-2022,46,Malta,All,GB
12-06-2022,38,Malta,All,GB
19-06-2022,40,Malta,All,GB
26-06-2022,56,Malta,All,GB
03-07-2022,57,Malta,All,GB
10-07-2022,75,Malta,All,GB
17-07-2022,49,Malta,All,GB
24-07-2022,48,Malta,All,GB
31-07-2022,69,Malta,All,GB
07-08-2022,62,Malta,All,GB
14-08-2022,58,Malta,All,GB
21-08-2022,50,Malta,All,GB
28-08-2022,56,Malta,All,GB
04-09-2022,35,Malta,All,GB
11-09-2022,52,Malta,All,GB
18-09-2022,50,Malta,All,GB
25-09-2022,56,Malta,All,GB
02-10-2022,81,Malta,All,GB
09-10-2022,62,Malta,All,GB
16-10-2022,71,Malta,All,GB
23-10-2022,44,Malta,All,GB
30-10-2022,64,Malta,All,GB
06-11-2022,76,Malta,All,GB
13-11-2022,30,Malta,All,GB
20-11-2022,78,Malta,All,GB
27-11-2022,71,Malta,All,GB
04-12-2022,79,Malta,All,GB
11-12-2022,46,Malta,All,GB
18-12-2022,48,Malta,All,GB
25-12-2022,32,Malta,All,GB
01-01-2023,38,Malta,All,GB
08-01-2023,75,Malta,All,GB
15-01-2023,33,Malta,All,GB
22-01-2023,61,Malta,All,GB
29-01-2023,41,Malta,All,GB
04-02-2018,33,Barbados,All,GB
11-02-2018,78,Barbados,All,GB
18-02-2018,77,Barbados,All,GB
25-02-2018,41,Barbados,All,GB
04-03-2018,50,Barbados,All,GB
11-03-2018,56,Barbados,All,GB
18-03-2018,59,Barbados,All,GB
25-03-2018,33,Barbados,All,GB
01-04-2018,51,Barbados,All,GB
08-04-2018,50,Barbados,All,GB
15-04-2018,32,Barbados,All,GB
22-04-2018,44,Barbados,All,GB
29-04-2018,75,Barbados,All,GB
06-05-2018,72,Barbados,All,GB
13-05-2018,69,Barbados,All,GB
20-05-2018,55,Barbados,All,GB
27-05-2018,32,Barbados,All,GB
03-06-2018,49,Barbados,All,GB
10-06-2018,63,Barbados,All,GB
17-06-2018,35,Barbados,All,GB
24-06-2018,69,Barbados,All,GB
01-07-2018,35,Barbados,All,GB
08-07-2018,70,Barbados,All,GB
15-07-2018,31,Barbados,All,GB
22-07-2018,50,Barbados,All,GB
29-07-2018,69,Barbados,All,GB
05-08-2018,55,Barbados,All,GB
12-08-2018,59,Barbados,All,GB
19-08-2018,41,Barbados,All,GB
26-08-2018,47,Barbados,All,GB
02-09-2018,60,Barbados,All,GB
09-09-2018,55,Barbados,All,GB
16-09-2018,52,Barbados,All,GB
23-09-2018,61,Barbados,All,GB
30-09-2018,62,Barbados,All,GB
07-10-2018,59,Barbados,All,GB
14-10-2018,61,Barbados,All,GB
21-10-2018,42,Barbados,All,GB
28-10-2018,54,Barbados,All,GB
04-11-2018,72,Barbados,All,GB
11-11-2018,73,Barbados,All,GB
18-11-2018,46,Barbados,All,GB
25-11-2018,58,Barbados,All,GB
02-12-2018,31,Barbados,All,GB
09-12-2018,54,Barbados,All,GB
16-12-2018,59,Barbados,All,GB
23-12-2018,39,Barbados,All,GB
30-12-2018,65,Barbados,All,GB
06-01-2019,63,Barbados,All,GB
13-01-2019,33,Barbados,All,GB
20-01-2019,31,Barbados,All,GB
27-01-2019,70,Barbados,All,GB
03-02-2019,77,Barbados,All,GB
10-02-2019,34,Barbados,All,GB
17-02-2019,81,Barbados,All,GB
24-02-2019,57,Barbados,All,GB
03-03-2019,51,Barbados,All,GB
10-03-2019,75,Barbados,All,GB
17-03-2019,57,Barbados,All,GB
24-03-2019,42,Barbados,All,GB
31-03-2019,41,Barbados,All,GB
07-04-2019,66,Barbados,All,GB
14-04-2019,63,Barbados,All,GB
21-04-2019,52,Barbados,All,GB
28-04-2019,70,Barbados,All,GB
05-05-2019,76,Barbados,All,GB
12-05-2019,31,Barbados,All,GB
19-05-2019,61,Barbados,All,GB
26-05-2019,79,Barbados,All,GB
02-06-2019,33,Barbados,All,GB
09-06-2019,33,Barbados,All,GB
16-06-2019,31,Barbados,All,GB
23-06-2019,57,Barbados,All,GB
30-06-2019,56,Barbados,All,GB
07-07-2019,79,Barbados,All,GB
14-07-2019,59,Barbados,All,GB
21-07-2019,53,Barbados,All,GB
28-07-2019,51,Barbados,All,GB
04-08-2019,45,Barbados,All,GB
11-08-2019,53,Barbados,All,GB
18-08-2019,75,Barbados,All,GB
25-08-2019,80,Barbados,All,GB
01-09-2019,47,Barbados,All,GB
08-09-2019,76,Barbados,All,GB
15-09-2019,66,Barbados,All,GB
22-09-2019,74,Barbados,All,GB
29-09-2019,40,Barbados,All,GB
06-10-2019,76,Barbados,All,GB
13-10-2019,32,Barbados,All,GB
20-10-2019,72,Barbados,All,GB
27-10-2019,65,Barbados,All,GB
03-11-2019,50,Barbados,All,GB
10-11-2019,30,Barbados,All,GB
17-11-2019,81,Barbados,All,GB
24-11-2019,56,Barbados,All,GB
01-12-2019,31,Barbados,All,GB
08-12-2019,39,Barbados,All,GB
15-12-2019,81,Barbados,All,GB
22-12-2019,73,Barbados,All,GB
29-12-2019,39,Barbados,All,GB
05-01-2020,53,Barbados,All,GB
12-01-2020,63,Barbados,All,GB
19-01-2020,66,Barbados,All,GB
26-01-2020,34,Barbados,All,GB
02-02-2020,80,Barbados,All,GB
